City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current_Description
261,Mogadishu,2.0371,45.3438,78.93,84,15,13.31,SO,2021-10-10 16:17:21,few clouds
262,Warri,5.5167,5.75,81.61,81,99,4.97,NG,2021-10-10 16:20:00,moderate rain
263,Batamshinskiy,50.5594,58.2747,40.98,62,100,4.34,KZ,2021-10-10 16:20:00,overcast clouds
264,Namibe,-15.1961,12.1522,68.68,81,9,9.04,AO,2021-10-10 16:29:15,clear sky
265,Nyurba,63.2842,118.3319,33.49,80,77,11.9,RU,2021-10-10 16:20:01,broken clouds
266,Teguldet,57.3064,88.1667,33.62,87,100,6.69,RU,2021-10-10 16:20:01,overcast clouds
267,Etchojoa,26.9167,-109.6333,82.89,38,0,4.38,MX,2021-10-10 16:20:02,clear sky
268,Huarmey,-10.0681,-78.1522,69.6,75,41,9.08,PE,2021-10-10 16:20:03,scattered clouds
269,Caracoli,6.4119,-74.7606,75.87,92,63,1.9,CO,2021-10-10 16:20:03,broken clouds
270,Serenje,-13.2325,30.2352,79.54,27,18,2.42,ZM,2021-10-10 16:20:04,few clouds
271,Labuhan,-6.8844,112.2051,79.59,74,64,9.37,ID,2021-10-10 16:20:05,broken clouds
272,Vardo,70.3705,31.1107,42.78,87,75,2.3,NO,2021-10-10 16:29:17,broken clouds
273,Paralimni,35.0375,33.9833,77.88,82,0,3.0,CY,2021-10-10 16:20:05,clear sky
274,Kigoma,-4.8769,29.6267,82.27,54,83,4.09,TZ,2021-10-10 16:20:06,broken clouds
275,Saurimo,-9.6608,20.3916,89.22,22,58,4.45,AO,2021-10-10 16:20:07,broken clouds
276,Georgetown,5.4112,100.3354,81.9,86,20,2.3,MY,2021-10-10 16:27:01,light rain
277,Villaviciosa,43.4813,-5.4357,68.0,85,23,8.28,ES,2021-10-10 16:20:07,few clouds
278,Wells,51.2079,-2.649,66.29,66,66,7.2,GB,2021-10-10 16:15:35,broken clouds
279,Apollonia,36.9716,24.7231,72.91,82,15,7.18,GR,2021-10-10 16:20:08,few clouds
280,Corrente,-3.7367,-43.3394,97.23,33,87,4.38,BR,2021-10-10 16:20:09,overcast clouds
281,Sao Filipe,14.8961,-24.4956,81.66,69,0,4.63,CV,2021-10-10 16:19:30,clear sky
282,Hobyo,5.3505,48.5268,79.59,84,15,18.52,SO,2021-10-10 16:19:36,few clouds
283,Mayo,38.8876,-76.5119,71.94,89,90,8.01,US,2021-10-10 16:20:09,overcast clouds
284,Baykit,61.67,96.37,28.45,88,95,6.91,RU,2021-10-10 16:20:10,light snow
285,Kushiro,42.975,144.3747,62.78,96,99,27.49,JP,2021-10-10 16:20:10,overcast clouds
286,High Level,58.5169,-117.136,37.51,65,20,3.44,CA,2021-10-10 16:20:11,few clouds
287,Port-Gentil,-0.7193,8.7815,80.56,78,40,9.22,GA,2021-10-10 16:20:11,scattered clouds
288,Necochea,-38.5473,-58.7368,67.03,64,0,10.36,AR,2021-10-10 16:29:19,clear sky
289,Chandbali,20.7833,86.7667,81.86,75,5,2.53,IN,2021-10-10 16:20:12,clear sky
290,Moorhead,46.8739,-96.7676,55.94,88,90,5.01,US,2021-10-10 16:20:12,overcast clouds
291,Harper,4.375,-7.7169,80.67,78,100,8.14,LR,2021-10-10 16:29:20,overcast clouds
292,Airai,-8.9266,125.4092,61.34,72,100,1.48,TL,2021-10-10 16:20:12,overcast clouds
293,Abha,18.2164,42.5053,73.22,20,0,14.97,SA,2021-10-10 16:20:13,clear sky
294,Jiayuguan,39.8167,98.3,43.27,18,0,6.17,CN,2021-10-10 16:20:13,clear sky
295,Paka,4.6374,103.4368,76.93,88,89,1.14,MY,2021-10-10 16:20:13,moderate rain
296,Killarney,52.05,-9.5167,60.85,67,20,6.91,IE,2021-10-10 16:15:46,few clouds
297,Verkhovyna,48.1557,24.7911,38.59,57,69,2.59,UA,2021-10-10 16:20:14,broken clouds
298,Nandyal,15.4833,78.4833,77.05,85,94,2.01,IN,2021-10-10 16:20:14,overcast clouds
299,Dieppe,49.75,1.1667,60.22,80,17,9.35,FR,2021-10-10 16:15:46,few clouds
300,Macae,-22.3708,-41.7869,71.47,100,90,9.22,BR,2021-10-10 16:20:15,light rain
301,Hofn,64.2539,-15.2082,44.62,93,75,5.75,IS,2021-10-10 16:29:21,broken clouds
302,Provideniya,64.3833,-173.3,27.79,93,100,7.56,RU,2021-10-10 16:29:22,overcast clouds
303,Saint-Joseph,-21.3667,55.6167,71.98,82,26,8.48,RE,2021-10-10 16:20:15,scattered clouds
304,Huinan,42.6225,126.2614,42.6,72,52,5.77,CN,2021-10-10 16:20:16,broken clouds
305,Ancud,-41.8697,-73.8203,58.42,74,87,7.29,CL,2021-10-10 16:29:22,overcast clouds
306,Dunedin,-45.8742,170.5036,52.81,87,75,11.99,NZ,2021-10-10 16:20:17,broken clouds
307,Ponta Do Sol,32.6667,-17.1,77.72,69,7,2.53,PT,2021-10-10 16:29:23,clear sky
308,Aswan,24.0934,32.907,106.9,15,0,5.75,EG,2021-10-10 16:29:23,clear sky
309,Le Port,-20.9373,55.2919,73.4,76,16,2.68,RE,2021-10-10 16:20:17,few clouds
310,Yermakovskoye,53.2831,92.4003,41.02,67,52,2.39,RU,2021-10-10 16:20:17,broken clouds
311,Udarnyy,54.3409,42.8611,43.68,69,10,3.11,RU,2021-10-10 16:19:12,clear sky
312,Vanimo,-2.6741,141.3028,79.57,89,93,5.08,PG,2021-10-10 16:20:00,overcast clouds
313,Batemans Bay,-35.7167,150.1833,51.1,89,100,5.26,AU,2021-10-10 16:20:18,overcast clouds
314,Salihorsk,52.7876,27.5415,41.92,58,37,5.39,BY,2021-10-10 16:20:18,scattered clouds
315,Heze,35.2431,115.4411,52.27,65,71,6.58,CN,2021-10-10 16:20:19,light rain
316,Thaba-Tseka,-29.522,28.6084,59.11,17,0,5.12,LS,2021-10-10 16:20:19,clear sky
317,Yenagoa,4.9247,6.2642,83.26,75,93,4.45,NG,2021-10-10 16:20:19,light rain
318,Margate,51.3813,1.3862,63.03,87,96,3.0,GB,2021-10-10 16:29:24,overcast clouds
319,Ulaangom,49.9811,92.0667,35.1,64,5,1.54,MN,2021-10-10 16:20:20,clear sky
320,Buala,-8.145,159.5921,78.84,84,73,2.95,SB,2021-10-10 16:29:25,broken clouds
321,Port Blair,11.6667,92.75,80.4,85,89,13.71,IN,2021-10-10 16:20:20,overcast clouds
322,Ilulissat,69.2167,-51.1,33.82,69,100,2.3,GL,2021-10-10 16:29:25,light intensity shower rain
323,Diffa,13.3154,12.6113,98.94,10,50,11.59,NE,2021-10-10 16:20:21,scattered clouds
324,Lagoa,39.05,-27.9833,69.44,90,100,19.3,PT,2021-10-10 16:29:25,overcast clouds
325,Kasongo,-4.45,26.6667,77.72,67,96,5.97,CD,2021-10-10 16:20:21,overcast clouds
326,Nelson Bay,-32.7167,152.15,62.76,98,100,1.01,AU,2021-10-10 16:20:21,light rain
327,Moncada,39.5456,-0.3955,73.51,68,20,5.01,ES,2021-10-10 16:20:22,few clouds
328,Saint-Augustin,51.226,-58.6502,53.73,40,80,6.24,CA,2021-10-10 16:29:26,broken clouds
329,Port Macquarie,-31.4333,152.9167,65.89,94,90,5.75,AU,2021-10-10 16:20:22,moderate rain
330,Rudbar,30.15,62.6,62.38,14,0,14.12,AF,2021-10-10 16:20:22,clear sky
331,Gioia Tauro,38.424,15.899,71.28,68,84,16.98,IT,2021-10-10 16:20:23,broken clouds
332,Soligalich,59.0778,42.2864,48.51,87,100,6.53,RU,2021-10-10 16:20:23,overcast clouds
333,Lopsmarka,67.3134,14.4493,49.89,92,75,4.0,NO,2021-10-10 16:20:24,light rain
334,The Valley,18.217,-63.0578,89.46,62,20,20.71,AI,2021-10-10 16:20:24,few clouds
335,Kusti,13.1629,32.6635,90.39,45,92,7.16,SD,2021-10-10 16:20:24,overcast clouds
336,Cooma,-36.2333,149.1333,38.97,100,90,9.22,AU,2021-10-10 16:20:25,overcast clouds
337,Xaxim,-26.9617,-52.5347,73.78,67,99,4.27,BR,2021-10-10 16:20:25,overcast clouds
338,Bolobo,-2.1667,16.2333,77.83,88,100,4.09,CD,2021-10-10 16:20:25,light rain
339,Venado Tuerto,-33.7456,-61.9688,70.79,42,79,9.33,AR,2021-10-10 16:20:26,light rain
340,Zonguldak,41.25,31.8333,56.14,90,94,2.93,TR,2021-10-10 16:20:26,overcast clouds
341,Puerto Colombia,10.9878,-74.9547,86.09,77,100,7.45,CO,2021-10-10 16:20:26,overcast clouds
342,Nikolskoye,59.7035,30.7861,55.87,68,25,7.9,RU,2021-10-10 16:29:28,light rain
343,Bintulu,3.1667,113.0333,79.21,100,20,0.0,MY,2021-10-10 16:17:49,few clouds
344,Grindavik,63.8424,-22.4338,42.75,87,75,11.5,IS,2021-10-10 16:19:57,broken clouds
345,Virar,19.4667,72.8,80.69,79,85,1.52,IN,2021-10-10 16:20:27,light rain
346,Fairbanks,64.8378,-147.7164,34.61,94,90,5.75,US,2021-10-10 16:20:04,light snow
347,Atocha,-20.9333,-66.2333,62.04,11,0,38.21,BO,2021-10-10 16:20:27,clear sky
348,Dwarka,22.2394,68.9678,83.01,75,3,8.68,IN,2021-10-10 16:20:28,clear sky
349,Kavieng,-2.5744,150.7967,81.81,79,82,7.72,PG,2021-10-10 16:20:28,broken clouds
350,Halifax,44.6453,-63.5724,62.01,50,85,2.3,CA,2021-10-10 16:17:49,overcast clouds
351,Pantai Remis,4.4557,100.6288,80.62,80,99,6.69,MY,2021-10-10 16:20:28,overcast clouds
352,Inuvik,68.3499,-133.7218,28.44,96,75,3.44,CA,2021-10-10 16:20:29,light snow
353,Coos Bay,43.3665,-124.2179,56.23,97,90,0.0,US,2021-10-10 16:20:11,mist
354,Kavaratti,10.5669,72.642,82.15,81,99,10.71,IN,2021-10-10 16:20:29,overcast clouds
355,Caravelas,-17.7125,-39.2481,77.22,71,100,8.12,BR,2021-10-10 16:29:29,overcast clouds
356,Pangnirtung,66.1451,-65.7125,30.2,100,40,4.61,CA,2021-10-10 16:20:30,scattered clouds
357,Leningradskiy,69.3833,178.4167,18.37,91,100,4.88,RU,2021-10-10 16:29:15,overcast clouds
358,San Juan,-31.5375,-68.5364,71.89,34,18,3.98,AR,2021-10-10 16:20:30,few clouds
359,Vicuna,-30.0319,-70.7081,76.77,18,0,7.96,CL,2021-10-10 16:20:30,clear sky
360,Zhigansk,66.7697,123.3711,32.85,99,100,13.6,RU,2021-10-10 16:20:31,light snow
361,Buraydah,26.326,43.975,93.65,12,0,10.87,SA,2021-10-10 16:20:15,clear sky
362,Santa Cruz,-17.8,-63.1667,89.06,55,75,2.3,BO,2021-10-10 16:20:31,broken clouds
363,Tamandare,-8.7597,-35.1047,84.13,56,83,8.21,BR,2021-10-10 16:20:32,broken clouds
364,Flinders,-34.5833,150.8552,55.2,87,100,7.0,AU,2021-10-10 16:20:32,overcast clouds
365,Lompoc,34.6391,-120.4579,74.08,69,1,8.01,US,2021-10-10 16:20:32,clear sky
366,Ouesso,1.6136,16.0517,74.07,97,99,4.76,CG,2021-10-10 16:20:33,moderate rain
367,Amahai,-3.3333,128.9167,78.62,87,70,2.42,ID,2021-10-10 16:20:33,broken clouds
368,Tuatapere,-46.1333,167.6833,54.82,86,100,7.29,NZ,2021-10-10 16:29:17,light rain
369,Aligudarz,33.4006,49.6949,56.84,32,0,5.12,IR,2021-10-10 16:20:34,clear sky
370,Touros,-5.1989,-35.4608,88.7,55,61,15.39,BR,2021-10-10 16:20:34,broken clouds
371,Port Hedland,-20.3167,118.5667,68.05,77,10,4.61,AU,2021-10-10 16:20:34,clear sky
372,Pitimbu,-7.4706,-34.8086,84.79,65,96,12.86,BR,2021-10-10 16:19:54,overcast clouds
373,Guozhen,34.3659,107.359,46.8,83,100,2.57,CN,2021-10-10 16:20:35,light rain
374,Merauke,-8.4667,140.3333,77.58,87,81,11.59,ID,2021-10-10 16:20:35,broken clouds
375,Kloulklubed,7.0419,134.2556,77.5,74,93,13.0,PW,2021-10-10 16:20:35,light rain
376,Uspenka,48.3903,39.1619,49.95,47,73,6.89,UA,2021-10-10 16:20:36,broken clouds
377,Teruel,40.6667,-0.6667,65.68,48,64,5.93,ES,2021-10-10 16:20:36,broken clouds
378,Tonj,7.2737,28.6822,78.06,76,84,4.79,SS,2021-10-10 16:20:36,light rain
379,Petropavlovsk-Kamchatskiy,53.0452,158.6483,36.19,81,75,4.47,RU,2021-10-10 16:19:47,light intensity shower rain
380,Oranjemund,-28.55,16.4333,74.05,37,33,15.05,NA,2021-10-10 16:20:37,scattered clouds
381,Kristinehamn,59.3098,14.1081,55.38,78,100,17.96,SE,2021-10-10 16:20:37,overcast clouds
382,Troy,42.6056,-83.1499,73.78,90,75,1.99,US,2021-10-10 16:17:15,broken clouds
383,Zamania,25.4333,83.5667,77.83,67,0,1.97,IN,2021-10-10 16:20:38,clear sky
384,Quirinopolis,-18.4483,-50.4517,83.03,53,99,6.96,BR,2021-10-10 16:20:38,moderate rain
385,Tikapur,28.5,81.1333,74.39,73,0,3.78,NP,2021-10-10 16:20:38,clear sky
386,Bandarbeyla,9.4942,50.8122,79.97,82,63,22.37,SO,2021-10-10 16:19:55,broken clouds
387,Le Pont-De-Claix,45.1244,5.7064,59.81,74,87,5.55,FR,2021-10-10 16:20:39,overcast clouds
388,The Pas,53.8251,-101.2541,55.42,67,1,10.36,CA,2021-10-10 16:20:39,clear sky
389,Duki,30.1541,68.5728,75.29,17,0,7.65,PK,2021-10-10 16:20:40,clear sky
390,Hovd,48.0056,91.6419,36.97,36,2,1.74,MN,2021-10-10 16:29:34,clear sky
391,Dhidhdhoo,6.8833,73.1,82.35,80,40,17.2,MV,2021-10-10 16:29:34,scattered clouds
392,Raudeberg,61.9875,5.1352,51.4,93,63,8.01,NO,2021-10-10 16:20:40,broken clouds
393,Murray Bridge,-35.1167,139.2667,47.12,66,47,6.82,AU,2021-10-10 16:15:46,scattered clouds
394,Kutum,14.2,24.6667,89.67,14,13,5.44,SD,2021-10-10 16:20:41,few clouds
395,Kollam,8.8833,76.6,80.47,86,95,6.08,IN,2021-10-10 16:20:41,heavy intensity rain
396,Sao Joao Da Barra,-21.6403,-41.0511,69.89,90,100,13.49,BR,2021-10-10 16:20:25,overcast clouds
397,Bengkulu,-3.8004,102.2655,76.73,90,67,4.07,ID,2021-10-10 16:29:35,light rain
398,Pisco,-13.7,-76.2167,64.02,82,87,12.66,PE,2021-10-10 16:20:35,overcast clouds
399,San Quintin,30.4833,-115.95,67.51,66,0,1.16,MX,2021-10-10 16:18:44,clear sky
400,Wanganui,-39.9333,175.05,52.74,85,65,5.01,NZ,2021-10-10 16:20:42,broken clouds
401,Zandvoort,52.3749,4.5341,61.92,78,75,5.75,NL,2021-10-10 16:20:42,broken clouds
402,Bilibino,68.0546,166.4372,-3.23,100,96,3.04,RU,2021-10-10 16:20:43,overcast clouds
403,Hami,42.8,93.45,51.1,23,0,6.73,CN,2021-10-10 16:20:39,clear sky
404,Vaitape,-16.5167,-151.75,79.3,72,65,11.27,PF,2021-10-10 16:20:43,broken clouds
405,Iberia,29.9502,-91.7507,84.96,65,40,10.36,US,2021-10-10 16:20:43,scattered clouds
406,Beinamar,8.6698,15.3813,77.49,86,100,11.45,TD,2021-10-10 16:20:44,heavy intensity rain
407,Bonavista,48.6499,-53.1147,46.4,70,53,30.8,CA,2021-10-10 16:29:36,broken clouds
408,Ilhabela,-23.7781,-45.3581,67.69,94,100,9.6,BR,2021-10-10 16:20:44,overcast clouds
409,Tala,30.6803,30.9429,78.42,46,0,12.35,EG,2021-10-10 16:20:44,clear sky
410,Brunico,46.7958,11.9364,55.69,62,2,5.32,IT,2021-10-10 16:20:45,clear sky
411,Thompson,55.7435,-97.8558,41.16,100,90,4.61,CA,2021-10-10 16:29:37,mist
412,Madimba,-10.4,40.3333,76.57,81,78,10.18,TZ,2021-10-10 16:20:45,broken clouds
413,Beringovskiy,63.05,179.3167,29.84,88,99,8.93,RU,2021-10-10 16:19:44,light snow
414,Beruwala,6.4788,79.9828,79.41,87,95,8.88,LK,2021-10-10 16:20:46,overcast clouds
415,Boden,65.8252,21.6886,50.0,94,100,3.8,SE,2021-10-10 16:20:46,light rain
416,Conceicao Do Araguaia,-8.2578,-49.2647,101.64,27,100,2.44,BR,2021-10-10 16:29:38,overcast clouds
417,Bethel,41.3712,-73.414,63.75,84,90,3.0,US,2021-10-10 16:29:38,overcast clouds
418,Naze,28.3667,129.4833,77.52,87,44,16.53,JP,2021-10-10 16:29:38,scattered clouds
419,Xianyang,34.3378,108.7026,47.44,93,0,6.71,CN,2021-10-10 16:20:47,clear sky
420,Sept-Iles,50.2001,-66.3821,55.92,75,75,1.99,CA,2021-10-10 16:20:47,broken clouds
421,Vila Franca Do Campo,37.7167,-25.4333,73.81,80,94,9.57,PT,2021-10-10 16:20:48,overcast clouds
422,Bose,45.4612,8.0137,61.99,72,14,2.35,IT,2021-10-10 16:20:48,few clouds
423,Caluquembe,-13.7833,14.6833,85.33,24,95,7.05,AO,2021-10-10 16:20:48,overcast clouds
424,Wad Madani,14.4012,33.5199,79.27,75,91,20.13,SD,2021-10-10 16:16:09,overcast clouds
425,Moyobamba,-6.05,-76.9667,84.36,57,42,1.3,PE,2021-10-10 16:20:49,scattered clouds
426,Eldorado,-23.7869,-54.2836,67.6,92,100,8.43,BR,2021-10-10 16:20:49,overcast clouds
427,Shakawe,-18.3667,21.85,95.18,5,0,8.88,BW,2021-10-10 16:20:49,clear sky
428,Wajima,37.4,136.9,73.31,83,3,15.95,JP,2021-10-10 16:20:50,clear sky
429,Ixtapa,20.7,-105.2,88.23,83,75,4.61,MX,2021-10-10 16:19:40,broken clouds
430,Mahanoro,-19.9,48.8,70.5,85,0,5.21,MG,2021-10-10 16:20:32,clear sky
431,Raahe,64.6833,24.4833,53.69,91,100,18.84,FI,2021-10-10 16:20:50,overcast clouds
432,Sanandaj,35.3144,46.9923,66.18,20,0,4.88,IR,2021-10-10 16:20:51,clear sky
433,Nuuk,64.1835,-51.7216,36.21,75,75,6.91,GL,2021-10-10 16:29:19,broken clouds
434,Naugachhia,25.4,87.1,78.94,67,0,6.4,IN,2021-10-10 16:20:51,clear sky
435,Panguipulli,-39.6333,-72.3333,53.31,58,42,4.88,CL,2021-10-10 16:20:51,scattered clouds
436,Shchelkun,56.3034,60.9483,29.77,61,98,2.59,RU,2021-10-10 16:20:52,overcast clouds
437,Nosy Varika,-20.5833,48.5333,71.04,83,0,6.49,MG,2021-10-10 16:20:52,clear sky
438,Ampanihy,-24.7,44.75,69.03,76,20,7.9,MG,2021-10-10 16:20:53,few clouds
439,Chuy,-33.6971,-53.4616,64.47,68,69,15.9,UY,2021-10-10 16:19:43,broken clouds
440,Temecula,33.4936,-117.1484,72.64,66,1,0.0,US,2021-10-10 16:20:35,clear sky
441,Kuah,6.3265,99.8432,82.38,89,20,2.3,MY,2021-10-10 16:20:53,few clouds
442,Paraiso,9.8383,-83.8656,81.88,51,20,4.0,CR,2021-10-10 16:20:54,few clouds
443,Rangapara,26.8167,92.65,77.34,86,1,3.11,IN,2021-10-10 16:20:54,clear sky
444,Evensk,61.95,159.2333,25.93,67,41,5.66,RU,2021-10-10 16:20:38,scattered clouds
445,Morro Agudo,-20.7314,-48.0578,77.02,75,98,7.45,BR,2021-10-10 16:20:55,overcast clouds
446,Palaikastron,35.2,26.25,75.74,69,0,4.32,GR,2021-10-10 16:20:55,clear sky
447,Longyearbyen,78.2186,15.6401,19.24,86,20,11.5,SJ,2021-10-10 16:29:42,few clouds
448,Athabasca,54.7169,-113.2854,46.22,76,100,10.87,CA,2021-10-10 16:20:55,overcast clouds
449,Puerto Leguizamo,-0.1934,-74.7819,91.56,53,72,1.95,CO,2021-10-10 16:20:56,moderate rain
450,Yugorsk,61.3133,63.3319,29.82,54,7,3.85,RU,2021-10-10 16:20:56,clear sky
451,Estepa,37.2926,-4.879,79.02,38,56,14.79,ES,2021-10-10 16:20:56,broken clouds
452,Marsh Harbour,26.5412,-77.0636,81.3,65,40,3.29,BS,2021-10-10 16:20:57,scattered clouds
453,Novyy Urengoy,66.0833,76.6333,29.05,64,34,11.5,RU,2021-10-10 16:20:35,scattered clouds
454,Tairua,-37.0167,175.85,51.1,85,5,8.68,NZ,2021-10-10 16:20:57,clear sky
455,Oranjestad,12.524,-70.027,87.75,70,75,9.22,AW,2021-10-10 16:20:58,broken clouds
456,Ostrovnoy,68.0531,39.5131,42.58,95,100,3.58,RU,2021-10-10 16:20:58,overcast clouds
457,Rosetta,31.4044,30.4164,76.05,66,2,13.06,EG,2021-10-10 16:20:58,clear sky
458,Gambiran,-6.7988,111.4951,79.16,70,81,2.44,ID,2021-10-10 16:20:59,broken clouds
459,Nizhniy Odes,63.6445,54.856,33.96,63,100,8.12,RU,2021-10-10 16:20:59,overcast clouds
460,Zelenogorskiy,55.0333,87.0,43.32,84,100,3.06,RU,2021-10-10 16:21:00,overcast clouds
461,Maniitsoq,65.4167,-52.9,36.86,63,98,7.61,GL,2021-10-10 16:21:00,overcast clouds
462,Svarstad,59.399,9.9698,55.71,56,56,3.0,NO,2021-10-10 16:21:01,broken clouds
463,Rindal,63.0565,9.2124,47.66,91,100,5.28,NO,2021-10-10 16:21:01,overcast clouds
464,Aykhal,66.0,111.5,25.52,95,100,13.53,RU,2021-10-10 16:21:01,overcast clouds
465,Ewa Beach,21.3156,-158.0072,75.15,74,75,15.99,US,2021-10-10 16:17:59,broken clouds
466,Oum Hadjer,13.2954,19.6966,99.72,14,77,5.75,TD,2021-10-10 16:21:02,broken clouds
467,Keningau,5.3378,116.1602,77.45,93,100,1.57,MY,2021-10-10 16:21:03,light rain
468,Anchorage,61.2181,-149.9003,43.2,89,75,1.01,US,2021-10-10 16:17:02,broken clouds
469,Belle Fourche,44.6714,-103.8522,61.9,50,88,15.19,US,2021-10-10 16:21:03,overcast clouds
470,Hay River,60.8156,-115.7999,37.38,87,75,13.8,CA,2021-10-10 16:21:04,broken clouds
471,Shenjiamen,29.9576,122.298,77.41,87,5,7.11,CN,2021-10-10 16:21:04,clear sky
472,San Andres,12.5847,-81.7006,87.82,74,40,12.66,CO,2021-10-10 16:15:36,scattered clouds
473,Yuancheng,36.652,107.7896,43.93,70,100,3.67,CN,2021-10-10 16:21:04,overcast clouds
474,Enid,36.3956,-97.8784,77.16,59,1,5.01,US,2021-10-10 16:21:05,clear sky
475,Saint-Paul,-21.0096,55.2707,73.51,76,21,3.89,RE,2021-10-10 16:21:05,few clouds
476,Aklavik,68.2191,-135.0107,28.4,93,90,6.91,CA,2021-10-10 16:29:46,light snow
477,Dhone,15.4167,77.8833,79.45,78,89,2.48,IN,2021-10-10 16:21:06,overcast clouds
478,Aranos,-24.1333,19.1167,84.76,6,0,12.68,NA,2021-10-10 16:21:06,clear sky
479,Roebourne,-20.7833,117.1333,76.75,38,5,8.79,AU,2021-10-10 16:21:06,clear sky
480,Urusha,54.05,122.9,31.68,79,38,4.05,RU,2021-10-10 16:21:07,scattered clouds
481,Sindor,62.8629,51.8905,35.08,81,100,8.25,RU,2021-10-10 16:21:07,overcast clouds
482,Sur,22.5667,59.5289,83.82,59,3,2.1,OM,2021-10-10 16:20:48,clear sky
483,Severomuysk,56.1481,113.4267,18.05,92,88,2.53,RU,2021-10-10 16:21:07,overcast clouds
484,Bordighera,43.7806,7.6645,67.48,74,57,11.01,IT,2021-10-10 16:21:08,broken clouds
485,Olafsvik,64.8945,-23.7142,40.32,66,93,7.83,IS,2021-10-10 16:21:08,overcast clouds
486,Pittsburg,38.028,-121.8847,63.41,63,1,1.01,US,2021-10-10 16:21:09,clear sky
487,Oriximina,-1.7656,-55.8661,96.64,38,100,4.7,BR,2021-10-10 16:20:20,overcast clouds
488,Mwinilunga,-11.7358,24.4293,87.69,19,16,6.49,ZM,2021-10-10 16:21:09,few clouds
489,Ambon,-3.6954,128.1814,77.14,94,20,8.05,ID,2021-10-10 16:20:23,few clouds
490,Bowen,-20.0167,148.2333,72.55,72,47,9.51,AU,2021-10-10 16:21:09,scattered clouds
491,Belyy Yar,53.6039,91.3903,42.69,52,0,4.47,RU,2021-10-10 16:21:10,clear sky
492,Otse,-25.0167,25.7333,83.57,12,0,6.02,BW,2021-10-10 16:21:10,clear sky
493,Outjo,-20.1167,16.15,96.58,5,0,6.24,NA,2021-10-10 16:21:11,clear sky
494,Quelimane,-17.8786,36.8883,78.75,83,75,6.91,MZ,2021-10-10 16:21:11,broken clouds
495,Camargo,27.6667,-105.1667,79.07,29,5,11.83,MX,2021-10-10 16:21:11,clear sky
496,Bhinga,27.7167,81.9333,75.43,67,8,3.71,IN,2021-10-10 16:21:12,clear sky
497,Maxixe,-23.8597,35.3472,69.62,73,75,16.11,MZ,2021-10-10 16:21:12,broken clouds
498,Formosa Do Rio Preto,-11.0483,-45.1931,100.27,18,83,6.46,BR,2021-10-10 16:21:13,broken clouds
499,Esperance,-33.8667,121.9,51.64,62,87,17.54,AU,2021-10-10 16:29:49,overcast clouds
500,Rochegda,62.8,43.25,49.69,94,100,10.6,RU,2021-10-10 16:21:13,overcast clouds
501,Valparaiso,-33.0393,-71.6273,70.03,55,20,13.8,CL,2021-10-10 16:21:13,few clouds
502,Tupik,54.4253,119.9327,33.19,74,9,8.3,RU,2021-10-10 16:21:14,clear sky
503,Mount Gambier,-37.8333,140.7667,47.68,57,83,6.51,AU,2021-10-10 16:18:21,broken clouds
504,Zwedru,6.0667,-8.1281,80.11,89,94,4.05,LR,2021-10-10 16:21:14,moderate rain
505,Perama,37.9757,23.5828,70.77,73,100,2.06,GR,2021-10-10 16:21:15,overcast clouds
506,Singleton,-32.5667,151.1833,63.7,92,100,5.01,AU,2021-10-10 16:21:15,overcast clouds
507,Sangar,63.9242,127.4739,33.31,99,100,7.94,RU,2021-10-10 16:21:15,snow
508,Adre,13.4667,22.2,88.95,22,9,1.81,TD,2021-10-10 16:17:20,clear sky
509,La Ronge,55.1001,-105.2842,43.05,70,90,0.0,CA,2021-10-10 16:29:50,overcast clouds
510,Faya,18.3851,42.4509,73.51,29,47,13.27,SA,2021-10-10 16:29:50,scattered clouds
511,Antofagasta,-23.65,-70.4,66.22,60,45,11.43,CL,2021-10-10 16:19:36,scattered clouds
512,Upata,8.0086,-62.3989,86.2,53,62,6.26,VE,2021-10-10 16:21:16,broken clouds
513,Karratha,-20.7377,116.8463,76.23,43,5,8.52,AU,2021-10-10 16:29:51,clear sky
514,Banda Aceh,5.5577,95.3222,80.4,81,96,16.2,ID,2021-10-10 16:20:58,overcast clouds
515,Pilani,28.3684,75.6041,87.37,30,0,7.85,IN,2021-10-10 16:21:17,clear sky
516,Ridgecrest,35.6225,-117.6709,64.65,20,1,1.01,US,2021-10-10 16:21:05,clear sky
517,Columbus,39.9612,-82.9988,79.29,70,40,3.0,US,2021-10-10 16:16:47,scattered clouds
518,Lovozero,68.005,35.0117,40.24,97,100,1.92,RU,2021-10-10 16:21:17,overcast clouds
519,Vestmannaeyjar,63.4427,-20.2734,45.59,87,90,16.11,IS,2021-10-10 16:20:44,overcast clouds
520,Basco,20.4487,121.9702,80.22,87,100,39.53,PH,2021-10-10 16:21:18,overcast clouds
521,Catamarca,-28.4696,-65.7852,80.78,45,10,1.99,AR,2021-10-10 16:20:47,clear sky
522,Corinto,37.9407,22.9573,71.89,73,96,1.01,GR,2021-10-10 16:19:38,overcast clouds
523,Mogzon,51.7435,111.9606,30.13,81,8,3.56,RU,2021-10-10 16:21:18,clear sky
524,Koslan,63.4564,48.8989,37.71,96,100,9.15,RU,2021-10-10 16:20:20,overcast clouds
525,Itaituba,-4.2761,-55.9836,93.36,59,40,8.05,BR,2021-10-10 16:21:19,scattered clouds
